news_title,Lables,news_date,country,fact_checking_source
 A Chinese man has been lynched because he pretended to have the coronavirus.,Misleading,2/20/2020, Italy, Pagella Politica
 The Simpsons predicted the new coronavirus outbreak.,FALSE,2/20/2020, United States, PolitiFact
 Mosques across China reopened after the coronavirus plague.,FALSE,2/20/2020, Indonesia, TEMPO
 Chinese businessman Guo Wengui multiple allegations on coronavirus outbreak.,FALSE,2/20/2020, Turkey, Teyit
 The drug Arbidol can help fight the new coronavirus.,FALSE,2/20/2020, Ukraine, VoxCheck
 The State of Qatar did not report any COVID-19 infections.,Misleading,2/20/2020," Middle East, North Africa", Misbar
 Iraqi Ministry of Health demanded to close the border With Iran because of coronavirus.,FALSE,2/20/2020," Middle East, North Africa", Misbar
 There is no way to forbid religious gatherings temporarily in South Korea to prevent the virus from spreading.,FALSE,2/20/2020, South Korea, JTBC news
" 11 out of 13 people (from the Diamond Princess Cruise ship) who had intially tested negative in tests in Japan, were later confirmed to be positive in the United States.",FALSE,2/20/2020, Japan, INFACT
 People queue in Singapore for Halal food.,Misleading,2/19/2020, Thailand, AFP
" In Japan, if the new coronavirus test is negative, the cost is 80,000 yen. If positive, the state will bear the cost.",FALSE,2/19/2020, Japan, BuzzFeed Japan
 This video shows corpses on the streets of Wuhan.,FALSE,2/19/2020, France, CheckNews
 World labs confirm coronavirus was bioengineered.,FALSE,2/19/2020, Poland, Demagog
 African skin and blood is resistant to coronavirus.,FALSE,2/19/2020, Nigeria, Dubawa
" In Nigeria, Ibrahim Magu, acting EFCC chairman, said corruption caused the coronavirus outbreak.",FALSE,2/19/2020, Nigeria, Dubawa
 Chinese police kill a woman escaping a COVID-19 quarantine in China.,FALSE,2/19/2020, France, France 24 Observers
 Coronavirus is a biological warfare weapon.,FALSE,2/19/2020, United States, LeadStories
 Chinese are converting to Islam after realizing that no Muslim was affected by COVID-19 in the country.,FALSE,2/19/2020, India, Newschecker
 â€œSo let me get this straight about this virus. Itâ€™s â€˜newâ€™ yet it was lab created and patented in 2015 (in development since 03â€™).â€,(Org. doesn't apply rating),1/24/2020, United States, FactCheck.org
 The first case of new coronavirus in Venezuela has been registered. It comes from the Bolivar state.,FALSE,1/23/2020, Venezuela, Efecto Cocuyo
 â€œ[The coronavirus is] â€˜newâ€™ yet it was lab-created and patented in 2015â€.,Misleading,1/23/2020, United States, Science Feedback
 The novel coronavirus was made in a lab and is now spread as a way to force vaccinate people.,FALSE,1/23/2020, Denmark, TjekDet.dk
 Coronavirus was created in a lab in order to destroy the Chinese economy. The vaccine is already available.,FALSE,1/23/2020," Bosnia and Herzegovina, Serbia", Raskrinkavanje
 Saline solutions can kill the new coronavirus.,FALSE,1/22/2020, China, AFP
 You have to wear a disposable mask with the blue side out if you are sick and the white side out if you are not.,FALSE,1/22/2020, Sri Lanka, AFP
 â€œThereâ€™s magically already a vaccine available.â€,Not true,1/22/2020, United States, LeadStories
 â€œThereâ€™s magically already a vaccine available.â€,Not true,1/22/2020, United States, LeadStories
 Warning,FALSE,1/22/2020, Italy, Pagella Politica
 Russian scientists have found a cure for the new Chinese virus.,Misleading,1/22/2020," Bosnia and Herzegovina, Serbia", Raskrinkavanje
 The new coronavirus outbreak is linked to eating bats.,No evidence,1/22/2020, United Kingdom, Science Feedback
 Chinese influencer caused the new coronavirus outbreak after eating bat soup.,FALSE,1/22/2020, Canada, DÃ©crypteurs - Radio-Canada
" â€œA patent on this â€˜newâ€™ coronavirus expired on the 22nd (of January), todayâ€.",FALSE,1/22/2020, United States, LeadStories
 â€œThereâ€™s magically already a vaccine available.â€,FALSE,1/22/2020, United States, LeadStories
 The coronavirus was created in a lab and patented.,FALSE,1/21/2020," France, United States", AFP
 A Chinese market caused the new coronavirus (video).,Misleading,1/21/2020," Middle East, North Africa", Misbar
" The peak of the new coronavirus will happen in two weeks (from Jan 18). During those two weeks, all the infections will occur, then there will be two very calm weeks and another two until it will all go down.",Partly false,1/19/2020, Mexico, Animal PolÃ­tico
 Stores and supermarkets in Veracruz (Mexico) will close due to the new coronavirus. The local government has asked people to buy supplies.,FALSE,1/18/2020, Mexico, Animal PolÃ­tico
" A chain message circulated on Tuesday, Jan. 14, warning people to avoid going to Shangri-La Plaza (a mall in Mandaluyong City) because of a supposed case of Severe Acute Respiratory Syndrome (SARS) reported in one of the mallâ€™s medical clinics.",FALSE,1/14/2020, Philippines, Rappler
 â€œCoronavirus in China,FALSE,1/27/2020, Brazil, AgÃªncia Lupa
" Coronavirus killed 112,000 people in China.",FALSE,1/27/2020, Brazil, EstadÃ£o Verifica
 Video shows a woman eating a bat soup in Wuhan.,No evidence,1/27/2020, France, France 24 Observers
" Close-up of a bat soup bowl eaten in Wuhan, or elsewhere in China.",No evidence,1/27/2020, France, France 24 Observers
 This video shows a woman eating a bat soup in Wuhan.,FALSE,1/27/2020, France, France 24 Observers
 This video shows a man eating a bat soup in a restaurant in China.,FALSE,1/27/2020, France, France 24 Observers
 Filipinos are eating a bat soup in Wuhan.,FALSE,1/27/2020, France, France 24 Observers
 Bat market and bat meat are being sold in Wuhan.,FALSE,1/27/2020, France, France 24 Observers
" Video of Wuhan market with dogs, snakes, rats and bats.",FALSE,1/27/2020, France, France 24 Observers
 The coronavirus can be slowed or stopped with the â€œimmediate widespread use of high doses of vitamin C.â€,FALSE,1/27/2020, United States, PolitiFact
 The coronavirus can be slowed or stopped with the â€œimmediate widespread use of high doses of vitamin C.â€,FALSE,1/27/2020, United States, PolitiFact
 This video shows the Wuhan market where the virus comes from.,FALSE,1/26/2020, Asia, AFP
 Queensland issued travel warning for Wuhan and Chinese-populated areas in Australia.,FALSE,1/26/2020, Australia, AFP
 Coronavirus is a type of rabies.,FALSE,1/26/2020, Philippines, AFP
" The director of a major hospital in SÃ£o Paulo, Brazil, has recommended drinking fennel tea and eating bullâ€™s liver as ways of prevention against COVID-19.",FALSE,1/26/2020, Brazil, EstadÃ£o Verifica
 The first infected person in Kazakhstan is in Almaty.,FALSE,1/26/2020, Kazakhstan, Factcheck.kz
 Indian nurse in Jeddah (Saudi Arabia) has been detected with novel coronavirus(2019-nCOV).,FALSE,1/26/2020, India, FactCrescendo
" There is a Chinese patient at the Hi-Precision Diagnostics clinic in Alabang, Philippines, who was tested positive for the novel coronavirus or 2019 nCoV.",FALSE,1/26/2020, Philippines, Rappler
 The 2019 novel coronavirus (nCoV) is a â€œtype of rabiesâ€ that can be contracted by eating bats.,FALSE,1/26/2020, Philippines, Rappler
 â€œWuhan Virusâ€ is named SARI. Steroid is the medicine to cure it. Acetic acid can be used to prevent it.,Partially false,1/26/2020, Taiwan, Taiwan FactCheck Center
" Coronavirus dies at 56Â°C, so eat cooked food and turn on AC. Plus, Ethanol can kill the â€œWuhan Virusâ€.",Partially false,1/26/2020, Taiwan, Taiwan FactCheck Center
 Chinese doctor Zhong Nanshan advised to rinse your mouth with salty water to prevent 2019n-Cov.,FALSE,1/26/2020, Taiwan, Taiwan FactCheck Center
 The roll-out of 5G is causing coronavirus or coronavirus-like symptoms.,FALSE,1/26/2020, Belgium, Factcheck.Vlaanderen
 The coronavirus is patented by Pirbright University.,Partly false,1/25/2020, India, BOOM FactCheck
 A salesman in MedellÃ­nâ€™s El Hueco market was sent to a hospital with coronavirus symptoms.,FALSE,1/25/2020, Colombia, Colombiacheck
 The virus was created by humans and patented.,FALSE,1/25/2020, Canada, DÃ©crypteurs - Radio-Canada
 Chinese scientists expelled from a Canadian microbiology lab took the novel coronavirus strain with them to China.,FALSE,1/25/2020, Canada, DÃ©crypteurs - Radio-Canada and CBC
 A CBC news report would said that Chinese scientists from a Canadian lab sent the coronavirus to Wuhan.,FALSE,1/25/2020, Canada, DÃ©tecteur de rumeurs
 Authorities have identified that the international chemical-warfare terrorist â€˜Samuel Whitcomb Hydeâ€™ is behind the deadly China â€˜coronavirus.â€™â€,FALSE,1/25/2020, United States, FactCheck.org
 DailyMail reported that a virus leaked from the Wuhan National Biosafety Laboratory was responsible for the pandemic.,Misleading,1/25/2020, Japan, INFACT
 A spray could protect against the coronavirus outbreak.,No evidence,1/25/2020, United States, LeadStories
 A tabletop exercise using a model of the current outbreak â€œpredictedâ€ 65 million people could die from the coronavirus.,FALSE,1/25/2020, United States, LeadStories
 Coronavirus has been originated in a laboratory linked to Chinaâ€™s biowarfare program.,Misleading,1/25/2020, Italy, Pagella Politica
" A French member of parliament, Dominique Da Silva, said he hopes the coronavirus will kill people older than 70.",Misleading,1/25/2020, France, Les DÃ©codeurs
 The SARS-CoV-2 was created in 2003 in the United States.,FALSE,1/25/2020," France, United States", Les DÃ©codeurs
 Doctors said the entire Wuhan population will die of the novel coronavirus.,FALSE,1/24/2020, Sri Lanka, AFP
 â€œThey create diseases to offer vaccines. There is already a patent for an attenuated coronavirus.â€,FALSE,1/24/2020, Brazil, AgÃªncia Lupa
" Coronavirus may have spread due to the consumption of bat soup, according to scientists.",FALSE,1/24/2020, Brazil, Aos Fatos
" A Chinese person, who was taken from Kansai airport (in Osaka, Japan) to a hospital, has run away before they could be tested.",FALSE,1/24/2020, Japan, BuzzFeed Japan
 A new case of novel coronavirus was registered in Saudi Arabia. A nurse from India was diagnosed with the specific strain of the virus.,FALSE,1/24/2020, Greece, Ellinika Hoaxes
 â€œSo let me get this straight about this virus. Itâ€™s â€œnewâ€ yet it was lab created and patented in 2015 (in development since 03â€™).â€,(Org. doesn't apply rating),1/24/2020, United States, FactCheck.org
 â€œSo let me get this straight about this virus. Itâ€™s â€œnewâ€ yet it was lab created and patented in 2015 (in development since 03â€™).,(Org. doesn't apply rating),1/24/2020, United States, FactCheck.org
 A Chinese woman from Wuhan arrived in France with suspected symptoms of coronavirus.,Misleading,1/24/2020, France, franceinfo
 A 2015 research article about a lab-made coronavirus referred to the current outbreak.,Misleading,1/24/2020, United States, LeadStories
" That the China-centered coronavirus had infected 2.8 million people and killed 112,000.",FALSE,1/24/2020, United States, LeadStories
 â€œThereâ€™s magically already a vaccine available.â€,Not true,1/22/2020, United States, LeadStories
 Warning,FALSE,1/22/2020, Italy, Pagella Politica
 Russian scientists have found a cure for the new Chinese virus.,Misleading,1/22/2020," Bosnia and Herzegovina, Serbia", Raskrinkavanje
 The new coronavirus outbreak is linked to eating bats.,No evidence,1/22/2020, United Kingdom, Science Feedback
 Chinese influencer caused the new coronavirus outbreak after eating bat soup.,FALSE,1/22/2020, Canada, DÃ©crypteurs - Radio-Canada
" â€œA patent on this â€˜newâ€™ coronavirus expired on the 22nd (of January), todayâ€.",FALSE,1/22/2020, United States, LeadStories
 â€œThereâ€™s magically already a vaccine available.â€,FALSE,1/22/2020, United States, LeadStories
 The coronavirus was created in a lab and patented.,FALSE,1/21/2020," France, United States", AFP
 A Chinese market caused the new coronavirus (video).,Misleading,1/21/2020," Middle East, North Africa", Misbar
" The peak of the new coronavirus will happen in two weeks (from Jan 18). During those two weeks, all the infections will occur, then there will be two very calm weeks and another two until it will all go down.",Partly false,1/19/2020, Mexico, Animal PolÃ­tico
 Stores and supermarkets in Veracruz (Mexico) will close due to the new coronavirus. The local government has asked people to buy supplies.,FALSE,1/18/2020, Mexico, Animal PolÃ­tico
" A chain message circulated on Tuesday, Jan. 14, warning people to avoid going to Shangri-La Plaza (a mall in Mandaluyong City) because of a supposed case of Severe Acute Respiratory Syndrome (SARS) reported in one of the mallâ€™s medical clinics.",FALSE,1/14/2020, Philippines, Rappler
" â€œA patent on this â€˜newâ€™ coronavirus expired on the 22nd (of January), todayâ€.",FALSE,1/22/2020, United States, LeadStories
 â€œThereâ€™s magically already a vaccine available.â€,FALSE,1/22/2020, United States, LeadStories
 The coronavirus was created in a lab and patented.,FALSE,1/21/2020," France, United States", AFP
 A Chinese market caused the new coronavirus (video).,Misleading,1/21/2020," Middle East, North Africa", Misbar
" The peak of the new coronavirus will happen in two weeks (from Jan 18). During those two weeks, all the infections will occur, then there will be two very calm weeks and another two until it will all go down.",Partly false,1/19/2020, Mexico, Animal PolÃ­tico
 Stores and supermarkets in Veracruz (Mexico) will close due to the new coronavirus. The local government has asked people to buy supplies.,FALSE,1/18/2020, Mexico, Animal PolÃ­tico
" A chain message circulated on Tuesday, Jan. 14, warning people to avoid going to Shangri-La Plaza (a mall in Mandaluyong City) because of a supposed case of Severe Acute Respiratory Syndrome (SARS) reported in one of the mallâ€™s medical clinics.",FALSE,1/14/2020, Philippines, Rappler
